id,State,name,rate2010,rate2011,rate2012,rate2013,rate2014,rate2015,rate2016
48037,TX,Bowie County,"92,678","92,890","93,136","93,457","93,458","93,503","93,860"
48039,TX,Brazoria County,"314,502","319,258","324,373","330,091","337,777","345,661","354,195"
48041,TX,Brazos County,"195,695","197,477","200,247","204,124","208,823","215,867","220,417"
48043,TX,Brewster County,"9,270","9,354","9,243","9,273","9,123","9,099","9,200"
48045,TX,Briscoe County,"1,631","1,649","1,566","1,547","1,537","1,504","1,474"
48047,TX,Brooks County,"7,202","7,218","7,189","7,238","7,233","7,212","7,214"
48049,TX,Brown County,"38,116","38,026","37,852","37,853","37,719","37,981","38,271"
48051,TX,Burleson County,"17,216","17,242","17,329","17,178","17,292","17,525","17,760"
48053,TX,Burnet County,"42,743","43,353","43,506","43,738","44,254","45,181","46,243"
48055,TX,Caldwell County,"38,105","38,424","38,699","39,207","39,728","40,445","41,161"
48057,TX,Calhoun County,"21,327","21,353","21,573","21,759","21,805","21,922","21,965"
48059,TX,Callahan County,"13,519","13,540","13,516","13,526","13,523","13,596","13,820"
48061,TX,Cameron County,"407,629","412,937","415,445","417,260","419,191","419,893","422,135"
48063,TX,Camp County,"12,414","12,409","12,467","12,440","12,659","12,721","12,867"
48065,TX,Carson County,"6,164","6,268","6,109","5,981","6,015","5,972","6,057"
48067,TX,Cass County,"30,429","30,505","30,205","30,413","30,351","30,387","30,375"
48069,TX,Castro County,"8,110","8,053","8,187","8,027","7,816","7,678","7,669"
48071,TX,Chambers County,"35,428","35,625","36,408","37,221","38,063","38,768","39,899"
48073,TX,Cherokee County,"50,915","51,013","51,200","50,981","51,007","51,431","51,668"
48075,TX,Childress County,"7,062","7,017","7,089","7,046","7,059","7,050","7,052"
48077,TX,Clay County,"10,733","10,679","10,513","10,449","10,356","10,324","10,193"
48079,TX,Cochran County,"3,138","3,074","3,021","3,000","2,925","2,945","2,882"
48081,TX,Coke County,"3,320","3,280","3,218","3,196","3,232","3,230","3,264"
48083,TX,Coleman County,"8,878","8,762","8,677","8,534","8,417","8,333","8,420"
48085,TX,Collin County,"788,741","814,607","837,229","858,098","885,175","913,079","939,585"
48087,TX,Collingsworth County,"3,055","3,094","3,022","3,096","3,008","3,019","3,016"
48089,TX,Colorado County,"20,883","20,789","20,684","20,706","20,669","20,880","21,019"
48091,TX,Comal County,"109,294","112,047","115,005","118,776","123,487","129,113","134,788"
48093,TX,Comanche County,"13,950","13,871","13,705","13,539","13,436","13,365","13,484"
48095,TX,Concho County,"4,097","4,137","4,073","4,119","4,085","4,155","4,279"
48097,TX,Cooke County,"38,456","38,408","38,771","38,502","38,739","39,110","39,266"
48099,TX,Coryell County,"75,589","76,593","76,837","76,116","75,442","75,471","74,686"
48101,TX,Cottle County,"1,506","1,511","1,485","1,448","1,432","1,431","1,402"
48103,TX,Crane County,"4,381","4,365","4,562","4,756","4,928","5,039","4,830"
48105,TX,Crockett County,"3,709","3,671","3,717","3,763","3,796","3,742","3,675"
48107,TX,Crosby County,"6,042","6,089","6,097","5,978","5,883","5,985","5,992"
48109,TX,Culberson County,"2,399","2,379","2,309","2,295","2,260","2,233","2,198"
48111,TX,Dallam County,"6,742","6,831","6,978","7,022","7,096","7,107","7,056"
48113,TX,Dallas County,"2,372,450","2,407,305","2,452,421","2,479,810","2,512,281","2,545,775","199,999"
48115,TX,Dawson County,"13,836","13,785","13,647","13,254","13,500","13,075","13,111"
48117,TX,Deaf Smith County,"19,445","19,475","19,327","19,136","19,096","18,807","18,830"
48119,TX,Delta County,"5,238","5,202","5,301","5,188","5,213","5,215","5,215"
48121,TX,Denton County,"666,736","685,376","707,475","728,282","752,820","778,491","806,180"
48123,TX,DeWitt County,"20,057","20,320","20,478","20,495","20,674","20,786","20,865"
48125,TX,Dickens County,"2,441","2,395","2,315","2,283","2,205","2,197","2,184"
48127,TX,Dimmit County,"10,037","10,096","10,487","10,906","11,026","10,995","10,794"
48129,TX,Donley County,"3,731","3,684","3,651","3,566","3,503","3,407","3,405"
48131,TX,Duval County,"11,721","11,797","11,586","11,606","11,530","11,399","11,428"
48133,TX,Eastland County,"18,589","18,574","18,408","18,231","18,212","18,133","18,274"
48135,TX,Ector County,"137,083","139,689","144,513","149,651","154,570","159,689","157,462"
48137,TX,Edwards County,"1,998","1,972","1,974","1,881","1,892","1,911","1,911"
48139,TX,Ellis County,"150,365","152,364","153,730","156,093","159,328","163,474","168,499"
48141,TX,El Paso County,"803,641","819,471","830,853","831,218","834,190","833,783","837,918"
48143,TX,Erath County,"37,896","39,003","39,488","40,012","40,668","41,379","41,659"
48145,TX,Falls County,"17,878","17,831","17,554","17,201","17,141","17,158","17,273"
48147,TX,Fannin County,"33,908","33,922","33,695","33,655","33,762","33,640","34,031"
48149,TX,Fayette County,"24,529","24,756","24,706","24,783","24,863","25,046","25,149"
48151,TX,Fisher County,"3,954","3,958","3,840","3,846","3,843","3,853","3,854"
48153,TX,Floyd County,"6,405","6,398","6,372","6,275","5,977","5,901","5,917"
48155,TX,Foard County,"1,338","1,360","1,310","1,277","1,268","1,215","1,183"
48157,TX,Fort Bend County,"590,433","606,962","625,796","653,252","684,646","713,849","741,237"
48159,TX,Franklin County,"10,597","10,532","10,609","10,563","10,522","10,553","10,607"
48161,TX,Freestone County,"19,810","19,590","19,431","19,553","19,622","19,693","19,624"
48163,TX,Frio County,"17,245","17,479","17,876","18,257","18,693","18,930","18,956"
48165,TX,Gaines County,"17,570","18,014","18,377","18,895","19,400","20,276","20,478"
48167,TX,Galveston County,"292,529","295,596","301,067","306,693","313,698","321,538","329,431"
48169,TX,Garza County,"6,468","6,578","6,450","6,401","6,418","6,383","6,442"
48171,TX,Gillespie County,"24,877","25,032","25,167","25,354","25,545","26,074","26,521"
48173,TX,Glasscock County,"1,231","1,231","1,259","1,243","1,297","1,333","1,314"
48175,TX,Goliad County,"7,223","7,204","7,329","7,446","7,496","7,526","7,517"
48177,TX,Gonzales County,"19,792","19,749","19,910","20,138","20,372","20,554","20,876"
48179,TX,Gray County,"22,458","22,581","22,834","22,926","23,420","23,236","22,725"
48181,TX,Grayson County,"121,037","121,274","121,636","122,249","123,500","125,537","128,235"
48183,TX,Gregg County,"122,010","122,445","122,835","123,043","122,967","123,827","123,745"
48185,TX,Grimes County,"26,615","26,687","26,703","26,835","27,075","27,418","27,671"
48187,TX,Guadalupe County,"132,564","135,869","139,741","143,164","147,230","151,164","155,265"
48189,TX,Hale County,"36,300","36,387","36,284","35,751","34,537","34,201","34,263"
48191,TX,Hall County,"3,352","3,316","3,280","3,183","3,094","3,114","3,138"
48193,TX,Hamilton County,"8,490","8,411","8,289","8,267","8,173","8,127","8,304"
48195,TX,Hansford County,"5,602","5,581","5,529","5,548","5,538","5,607","5,538"
48197,TX,Hardeman County,"4,155","4,127","4,062","4,014","3,929","3,851","3,906"
48199,TX,Hardin County,"54,808","55,046","55,114","55,342","55,539","55,804","56,322"
48201,TX,Harris County,"4,108,308","4,179,717","4,259,206","4,346,883","4,441,928","4,533,341","199,999"
48203,TX,Harrison County,"65,708","66,364","66,283","66,218","66,514","66,606","66,534"
48205,TX,Hartley County,"6,054","6,083","6,152","6,059","6,111","5,761","5,747"
48207,TX,Haskell County,"5,880","5,978","5,907","5,918","5,782","5,774","5,681"
48209,TX,Hays County,"158,241","163,209","168,408","176,029","184,951","194,574","204,470"
48211,TX,Hemphill County,"3,796","3,951","4,070","4,125","4,161","4,270","4,129"
48213,TX,Henderson County,"78,654","78,692","78,951","78,600","79,196","79,416","79,901"
48215,TX,Hidalgo County,"779,150","794,682","806,388","817,039","829,088","839,314","849,843"
48217,TX,Hill County,"35,127","35,162","35,083","34,784","34,713","34,846","35,077"
48219,TX,Hockley County,"22,849","22,979","23,108","23,477","23,565","23,461","23,275"
48221,TX,Hood County,"51,276","51,484","52,127","52,893","53,863","55,344","56,857"
48223,TX,Hopkins County,"35,201","35,314","35,391","35,414","35,840","36,177","36,400"
48225,TX,Houston County,"23,692","23,370","23,143","22,738","22,701","22,675","22,754"
48227,TX,Howard County,"35,010","34,991","35,490","36,196","36,517","37,202","36,708"
48229,TX,Hudspeth County,"3,467","3,417","3,351","3,331","3,243","3,425","4,053"
48231,TX,Hunt County,"86,370","86,790","87,117","87,556","88,748","89,847","92,073"
48233,TX,Hutchinson County,"22,203","21,985","21,960","21,844","21,840","21,755","21,511"
48235,TX,Irion County,"1,610","1,603","1,573","1,601","1,567","1,546","1,557"
48237,TX,Jack County,"9,013","9,048","8,999","8,905","8,857","8,823","8,744"
48239,TX,Jackson County,"14,078","14,040","14,279","14,637","14,758","14,846","14,869"
48241,TX,Jasper County,"35,799","36,242","35,859","35,673","35,560","35,460","35,648"
48243,TX,Jeff Davis County,"2,345","2,297","2,303","2,223","2,199","2,179","2,200"
48245,TX,Jefferson County,"252,454","253,318","251,250","252,648","252,219","254,167","254,679"
48247,TX,Jim Hogg County,"5,286","5,276","5,261","5,226","5,261","5,196","5,146"
48249,TX,Jim Wells County,"40,889","41,216","41,672","41,697","41,458","41,456","41,149"
48251,TX,Johnson County,"151,263","151,955","153,313","154,557","156,903","159,674","163,274"
48253,TX,Jones County,"20,223","20,232","19,873","20,016","19,852","19,972","20,009"
48255,TX,Karnes County,"14,861","14,961","14,859","14,711","14,820","15,275","15,254"
48257,TX,Kaufman County,"103,902","105,298","106,664","108,474","111,192","114,472","118,350"
48259,TX,Kendall County,"33,651","34,525","35,766","37,461","38,830","40,452","42,540"
48261,TX,Kenedy County,415,437,440,426,414,412,404
48263,TX,Kent County,809,817,836,796,769,770,769
48265,TX,Kerr County,"49,650","49,628","49,751","49,834","50,426","51,011","51,504"
48267,TX,Kimble County,"4,587","4,597","4,541","4,466","4,439","4,394","4,423"
48269,TX,King County,288,258,272,275,264,285,289
48271,TX,Kinney County,"3,595","3,603","3,626","3,609","3,510","3,556","3,590"
48273,TX,Kleberg County,"32,057","32,058","32,114","32,063","31,946","31,570","31,690"
48275,TX,Knox County,"3,723","3,740","3,761","3,764","3,851","3,851","3,806"
48277,TX,Lamar County,"49,818","49,945","49,837","49,278","49,586","49,636","49,791"
48279,TX,Lamb County,"13,999","14,094","13,917","13,722","13,547","13,342","13,275"
48281,TX,Lampasas County,"19,756","19,950","20,117","20,197","20,204","20,505","20,760"
48283,TX,La Salle County,"6,901","6,995","7,141","7,429","7,469","7,638","7,613"
48285,TX,Lavaca County,"19,246","19,216","19,439","19,525","19,676","19,821","19,809"
48287,TX,Lee County,"16,604","16,604","16,553","16,587","16,672","16,902","17,055"
48289,TX,Leon County,"16,744","16,838","16,748","16,668","16,793","17,102","17,299"
48291,TX,Liberty County,"75,839","76,057","76,425","76,973","78,192","79,696","81,704"
48293,TX,Limestone County,"23,465","23,557","23,639","23,362","23,457","23,421","23,468"
48295,TX,Lipscomb County,"3,284","3,345","3,457","3,484","3,555","3,553","3,487"
48297,TX,Live Oak County,"11,547","11,532","11,683","11,849","12,075","12,219","12,056"
48299,TX,Llano County,"19,342","18,948","19,102","19,359","19,457","19,838","20,362"
48301,TX,Loving County,83,95,81,103,87,115,113
48303,TX,Lubbock County,"280,315","283,470","286,241","289,972","295,051","299,008","303,137"
48305,TX,Lynn County,"5,903","5,881","5,773","5,694","5,743","5,695","5,711"
48307,TX,McCulloch County,"8,228","8,276","8,273","8,271","8,177","8,315","8,172"
48309,TX,McLennan County,"235,941","237,784","239,385","241,432","243,014","245,203","247,934"
48311,TX,McMullen County,713,702,735,763,799,825,804
48313,TX,Madison County,"13,743","13,735","13,715","13,786","13,809","13,916","13,987"
48315,TX,Marion County,"10,498","10,440","10,317","10,234","10,114","10,142","10,147"
48317,TX,Martin County,"4,815","4,912","5,004","5,298","5,505","5,723","5,723"
48319,TX,Mason County,"4,016","4,027","4,042","4,091","4,062","4,015","4,111"
48321,TX,Matagorda County,"36,704","36,701","36,560","36,513","36,497","36,840","37,187"
48323,TX,Maverick County,"54,489","55,274","55,696","56,415","56,915","57,440","57,685"
48325,TX,Medina County,"46,129","46,519","46,811","47,271","47,848","48,385","49,283"
48327,TX,Menard County,"2,236","2,223","2,227","2,152","2,154","2,159","2,123"
48329,TX,Midland County,"136,976","140,061","147,139","152,052","156,059","161,272","162,565"
48331,TX,Milam County,"24,687","24,628","24,138","24,156","24,210","24,484","24,871"
48333,TX,Mills County,"4,951","4,870","4,830","4,874","4,859","4,883","4,907"
48335,TX,Mitchell County,"9,415","9,395","9,320","9,001","9,073","8,860","8,720"
48337,TX,Montague County,"19,713","19,742","19,470","19,383","19,386","19,269","19,414"
48339,TX,Montgomery County,"459,319","471,591","484,674","498,951","517,985","536,434","556,203"
48341,TX,Moore County,"22,001","22,094","22,413","22,203","22,146","22,048","22,120"
48343,TX,Morris County,"12,915","12,808","12,743","12,747","12,684","12,497","12,593"
48345,TX,Motley County,"1,206","1,214","1,196","1,193","1,151","1,142","1,160"
48347,TX,Nacogdoches County,"64,667","65,647","65,854","65,199","65,278","65,641","65,806"
48349,TX,Navarro County,"47,859","48,088","48,095","48,022","47,990","48,255","48,523"
48351,TX,Newton County,"14,430","14,488","14,320","14,212","14,147","14,007","14,003"
48353,TX,Nolan County,"15,245","15,123","14,881","15,057","15,102","15,050","14,993"
48355,TX,Nueces County,"340,314","343,190","347,816","352,728","356,325","360,118","361,350"
48357,TX,Ochiltree County,"10,173","10,424","10,559","10,651","10,673","10,698","10,306"
48359,TX,Oldham County,"2,051","2,078","2,044","2,091","2,076","2,059","2,076"
48361,TX,Orange County,"82,012","82,374","82,984","83,023","83,502","84,283","84,964"
48363,TX,Palo Pinto County,"28,071","28,108","27,846","27,852","27,978","27,882","28,053"
48365,TX,Panola County,"23,788","24,043","24,010","23,829","23,807","23,717","23,492"
48367,TX,Parker County,"117,353","118,533","119,778","120,119","122,584","126,085","129,441"
48369,TX,Parmer County,"10,274","10,292","10,159","9,966","9,918","9,788","9,776"
48371,TX,Pecos County,"15,531","15,628","15,570","15,670","15,862","16,059","15,970"
48373,TX,Polk County,"45,486","45,708","45,835","45,953","46,229","46,984","47,916"
48375,TX,Potter County,"121,415","122,376","122,792","122,272","122,146","121,374","120,832"
48377,TX,Presidio County,"7,876","7,747","7,557","7,282","7,040","6,881","6,958"
48379,TX,Rains County,"10,930","11,022","10,944","11,027","11,018","11,134","11,314"
48381,TX,Randall County,"121,193","123,355","124,894","126,654","128,684","130,283","132,501"
48383,TX,Reagan County,"3,348","3,385","3,464","3,598","3,726","3,731","3,608"
48385,TX,Real County,"3,319","3,424","3,370","3,324","3,355","3,300","3,389"
48387,TX,Red River County,"12,854","12,703","12,722","12,500","12,460","12,385","12,207"
48389,TX,Reeves County,"13,815","13,777","13,925","14,126","14,429","14,789","14,921"
48391,TX,Refugio County,"7,360","7,318","7,251","7,280","7,364","7,359","7,321"
48393,TX,Roberts County,924,933,950,922,921,918,916
48395,TX,Robertson County,"16,569","16,667","16,449","16,420","16,415","16,648","16,751"
48397,TX,Rockwall County,"78,934","81,086","82,871","85,033","87,494","90,672","93,978"
48399,TX,Runnels County,"10,507","10,564","10,423","10,278","10,379","10,528","10,448"
48401,TX,Rusk County,"53,339","53,694","53,800","53,349","53,170","52,934","52,732"
48403,TX,Sabine County,"10,866","10,685","10,469","10,352","10,331","10,378","10,303"
48405,TX,San Augustine County,"8,845","8,831","8,830","8,710","8,534","8,384","8,320"
48407,TX,San Jacinto County,"26,446","26,821","27,003","26,780","27,058","27,313","27,707"
48409,TX,San Patricio County,"64,484","64,466","65,336","66,274","66,909","67,356","67,655"
48411,TX,San Saba County,"6,133","6,042","5,983","5,708","5,828","5,944","5,944"
48413,TX,Schleicher County,"3,499","3,304","3,255","3,193","3,156","3,196","3,056"
48415,TX,Scurry County,"16,940","16,862","17,083","17,230","17,357","17,566","17,333"
48417,TX,Shackelford County,"3,369","3,320","3,344","3,349","3,290","3,316","3,315"
48419,TX,Shelby County,"25,435","25,718","26,024","25,906","25,594","25,421","25,579"
48421,TX,Sherman County,"3,028","3,029","3,061","3,081","3,073","3,062","3,068"
48423,TX,Smith County,"210,465","212,691","214,774","216,515","219,669","222,478","225,290"
48425,TX,Somervell County,"8,500","8,452","8,591","8,614","8,657","8,729","8,775"
48427,TX,Starr County,"61,170","61,680","61,883","62,375","63,036","63,625","64,122"
48429,TX,Stephens County,"9,606","9,534","9,475","9,832","9,818","9,904","9,906"
48431,TX,Sterling County,"1,138","1,170","1,191","1,237","1,358","1,359","1,367"
48433,TX,Stonewall County,"1,495","1,478","1,467","1,429","1,400","1,412","1,426"
48435,TX,Sutton County,"4,059","4,014","3,932","4,003","3,973","3,904","3,869"
48437,TX,Swisher County,"7,891","7,832","7,878","7,750","7,586","7,513","7,466"
48439,TX,Tarrant County,"1,817,687","1,848,347","1,882,352","1,912,501","1,944,512","1,981,410","199,999"
48441,TX,Taylor County,"131,861","132,879","134,151","134,067","135,090","136,325","136,535"
48443,TX,Terrell County,"1,009",952,917,888,905,855,812
48445,TX,Terry County,"12,664","12,649","12,604","12,687","12,774","12,755","12,799"
48447,TX,Throckmorton County,"1,632","1,639","1,604","1,605","1,610","1,560","1,533"
48449,TX,Titus County,"32,400","32,420","32,654","32,602","32,421","32,689","32,592"
48451,TX,Tom Green County,"110,670","111,778","113,420","114,865","116,706","117,942","118,386"
48453,TX,Travis County,"1,030,569","1,061,858","1,096,122","1,120,948","1,149,668","1,174,818","199,999"
48455,TX,Trinity County,"14,710","14,660","14,313","14,395","14,231","14,421","14,442"
48457,TX,Tyler County,"21,747","21,652","21,444","21,451","21,365","21,274","21,320"
48459,TX,Upshur County,"39,377","39,754","39,943","39,797","40,283","40,481","40,969"
48461,TX,Upton County,"3,344","3,282","3,258","3,363","3,453","3,626","3,673"
48463,TX,Uvalde County,"26,446","26,595","26,761","26,925","27,192","27,112","27,285"
48465,TX,Val Verde County,"49,007","48,947","48,866","48,953","48,753","48,857","48,881"
48467,TX,Van Zandt County,"52,601","52,546","52,273","52,399","52,824","53,501","54,355"
48469,TX,Victoria County,"86,861","87,467","89,076","90,075","91,088","92,237","92,467"
48471,TX,Walker County,"68,208","68,340","68,492","69,314","69,833","70,507","71,484"
48473,TX,Waller County,"43,438","44,017","44,321","45,394","46,784","48,630","50,115"
48475,TX,Ward County,"10,603","10,685","10,865","11,244","11,601","11,668","11,600"
48477,TX,Washington County,"33,718","33,970","33,939","34,224","34,495","35,005","35,056"
48479,TX,Webb County,"251,335","255,486","259,738","263,564","266,605","268,929","271,193"
48481,TX,Wharton County,"41,312","41,327","41,171","41,225","41,228","41,526","41,735"
48483,TX,Wheeler County,"5,396","5,456","5,593","5,716","5,688","5,666","5,546"
48485,TX,Wichita County,"131,807","130,858","131,804","132,501","133,073","131,522","131,838"
48487,TX,Wilbarger County,"13,503","13,436","13,265","13,157","12,956","13,037","12,892"
48489,TX,Willacy County,"22,204","22,129","22,139","21,977","21,909","21,883","21,810"
48491,TX,Williamson County,"426,415","442,278","456,352","470,822","489,143","508,059","528,718"
48493,TX,Wilson County,"43,073","43,731","44,466","45,426","46,391","47,456","48,480"
48495,TX,Winkler County,"7,079","7,140","7,338","7,603","7,786","7,996","7,893"
48497,TX,Wise County,"59,100","59,979","60,412","61,025","61,717","62,836","64,455"
48499,TX,Wood County,"42,010","42,064","42,170","42,774","43,171","43,647","44,227"
48501,TX,Yoakum County,"7,845","7,987","8,057","8,196","8,324","8,513","8,488"
48503,TX,Young County,"18,542","18,349","18,301","18,369","18,326","18,228","18,152"
48505,TX,Zapata County,"14,075","14,195","14,235","14,358","14,338","14,397","14,349"
48507,TX,Zavala County,"11,712","11,828","11,963","12,148","12,175","12,227","12,023"
49001,UT,Beaver County,"6,648","6,525","6,493","6,462","6,424","6,344","6,463"
49003,UT,Box Elder County,"50,147","50,261","50,259","50,807","51,435","51,998","53,139"
49005,UT,Cache County,"113,365","114,872","115,931","117,198","118,177","120,060","122,753"
49007,UT,Carbon County,"21,421","21,329","21,242","20,935","20,659","20,430","20,399"
49009,UT,Daggett County,"1,076","1,167","1,093","1,138","1,127","1,110","1,095"
49011,UT,Davis County,"307,978","312,111","316,165","322,796","329,448","335,768","342,281"
49013,UT,Duchesne County,"18,560","18,674","19,003","20,010","20,260","20,781","20,337"
49015,UT,Emery County,"10,982","10,972","10,919","10,738","10,625","10,352","10,216"
49017,UT,Garfield County,"5,175","5,155","5,085","5,045","4,995","4,991","4,986"
49019,UT,Grand County,"9,298","9,263","9,314","9,332","9,420","9,493","9,579"
49021,UT,Iron County,"46,264","46,657","46,706","46,632","47,185","48,294","49,937"
49023,UT,Juab County,"10,222","10,302","10,282","10,255","10,421","10,566","11,010"
49025,UT,Kane County,"7,123","7,203","7,199","7,200","7,228","7,120","7,334"
49027,UT,Millard County,"12,513","12,595","12,524","12,594","12,560","12,649","12,694"
49029,UT,Morgan County,"9,527","9,660","9,822","10,240","10,636","11,091","11,437"
49031,UT,Piute County,"1,556","1,518","1,523","1,514","1,479","1,503","1,466"
49033,UT,Rich County,"2,251","2,309","2,269","2,260","2,274","2,296","2,319"
49035,UT,Salt Lake County,"1,033,172","1,048,534","1,064,462","1,080,761","1,091,389","1,104,622","199,999"
49037,UT,San Juan County,"14,797","14,787","14,900","14,988","15,208","15,707","16,895"
49039,UT,Sanpete County,"27,882","28,013","27,997","28,183","28,367","28,801","29,409"
49041,UT,Sevier County,"20,772","20,867","20,716","20,823","20,821","20,940","21,267"
49043,UT,Summit County,"36,465","37,407","37,867","38,387","39,005","39,481","40,307"
49045,UT,Tooele County,"58,517","59,270","59,872","60,749","61,599","62,879","64,833"
49047,UT,Uintah County,"32,446","33,275","34,682","35,737","36,958","37,789","36,373"
49049,UT,Utah County,"520,118","530,678","540,170","552,386","561,232","574,796","592,299"
49051,UT,Wasatch County,"23,629","24,403","25,385","26,609","27,789","29,165","30,528"
49053,UT,Washington County,"138,443","141,541","144,613","147,628","151,857","155,450","160,245"
49055,UT,Wayne County,"2,765","2,754","2,724","2,728","2,722","2,703","2,702"
49057,UT,Weber County,"232,214","234,022","236,565","238,528","240,536","243,453","247,560"
50001,VT,Addison County,"36,819","36,875","36,855","36,903","36,979","36,934","36,959"
50003,VT,Bennington County,"37,107","36,851","36,704","36,741","36,476","36,404","36,191"
50005,VT,Caledonia County,"31,182","31,136","31,090","31,112","30,971","30,791","30,333"
50007,VT,Chittenden County,"156,805","157,740","158,772","159,933","160,850","161,466","161,531"
50009,VT,Essex County,"6,302","6,327","6,219","6,188","6,124","6,157","6,176"
50011,VT,Franklin County,"47,797","48,168","48,259","48,304","48,714","48,935","48,915"
50013,VT,Grand Isle County,"6,952","6,982","6,975","6,986","6,973","6,872","6,919"
50015,VT,Lamoille County,"24,537","24,693","24,941","25,089","25,112","25,204","25,333"
50017,VT,Orange County,"28,950","29,051","28,947","28,873","28,868","28,878","28,919"
50019,VT,Orleans County,"27,246","27,186","27,170","27,180","27,080","27,088","26,863"
50021,VT,Rutland County,"61,585","61,255","60,895","60,574","60,179","59,706","59,310"
50023,VT,Washington County,"59,572","59,567","59,377","59,223","59,003","58,706","58,504"
50025,VT,Windham County,"44,506","44,237","44,007","43,887","43,733","43,275","43,145"
50027,VT,Windsor County,"56,622","56,662","56,233","56,147","55,922","55,672","55,496"
51001,VA,Accomack County,"33,164","33,292","33,324","33,012","33,024","32,995","32,947"
51003,VA,Albemarle County,"99,240","100,621","101,920","102,799","104,235","105,603","106,878"
51005,VA,Alleghany County,"16,212","16,335","16,239","16,193","15,884","15,685","15,595"
51007,VA,Amelia County,"12,742","12,754","12,731","12,687","12,764","12,869","12,913"
51009,VA,Amherst County,"32,386","32,127","32,458","32,209","32,060","31,636","31,633"
51011,VA,Appomattox County,"15,036","15,017","15,154","15,239","15,273","15,428","15,475"
51013,VA,Arlington County,"209,449","216,504","221,625","225,187","225,702","227,897","230,050"
51015,VA,Augusta County,"73,475","73,841","73,807","74,113","74,198","74,537","74,997"
51017,VA,Bath County,"4,713","4,662","4,644","4,608","4,560","4,502","4,476"
51019,VA,Bedford County,"75,003","75,553","75,776","76,192","77,087","77,648","77,960"
51021,VA,Bland County,"6,811","6,769","6,699","6,685","6,600","6,565","6,513"
51023,VA,Botetourt County,"33,181","33,068","33,182","33,040","33,128","33,378","33,231"
51025,VA,Brunswick County,"17,406","17,144","17,040","16,636","16,473","16,473","16,243"
51027,VA,Buchanan County,"24,041","23,940","23,920","23,691","23,223","22,780","22,178"
51029,VA,Buckingham County,"17,109","17,176","17,048","17,142","16,916","16,996","17,048"
51031,VA,Campbell County,"54,929","54,932","54,910","55,102","55,182","55,161","54,952"
51033,VA,Caroline County,"28,646","28,709","28,987","29,294","29,803","29,940","30,178"
51035,VA,Carroll County,"30,066","30,085","29,920","29,856","29,622","29,736","29,531"
51036,VA,Charles City County,"7,271","7,244","7,165","7,106","7,016","7,072","7,071"
51037,VA,Charlotte County,"12,564","12,510","12,414","12,285","12,155","12,177","12,129"
51041,VA,Chesterfield County,"317,342","320,493","324,124","327,985","332,537","335,539","339,009"
51043,VA,Clarke County,"14,038","14,194","14,267","14,269","14,334","14,291","14,374"
51045,VA,Craig County,"5,175","5,230","5,200","5,191","5,233","5,193","5,158"
51047,VA,Culpeper County,"46,850","47,335","47,778","48,462","49,068","49,369","50,083"
51049,VA,Cumberland County,"10,029","10,010","9,848","9,834","9,816","9,696","9,652"
51051,VA,Dickenson County,"15,870","15,764","15,674","15,464","15,281","15,135","14,968"
51053,VA,Dinwiddie County,"28,021","28,197","28,306","28,228","28,129","27,967","28,144"
51057,VA,Essex County,"11,148","11,197","11,156","11,180","11,071","11,122","11,123"
51059,VA,Fairfax County,"1,086,767","1,105,410","1,120,382","1,132,543","1,135,388","1,137,472","199,999"
51061,VA,Fauquier County,"65,481","66,153","66,677","67,302","68,379","68,696","69,069"
51063,VA,Floyd County,"15,354","15,419","15,449","15,533","15,584","15,640","15,731"
51065,VA,Fluvanna County,"25,760","25,965","25,898","25,851","26,009","26,199","26,271"
51067,VA,Franklin County,"56,183","56,391","56,327","56,298","56,228","56,229","56,069"
51069,VA,Frederick County,"78,584","79,529","80,238","81,316","82,454","83,177","84,421"
51071,VA,Giles County,"17,316","17,115","16,979","16,946","16,808","16,767","16,857"
51073,VA,Gloucester County,"36,939","36,904","36,909","36,806","37,120","37,058","37,214"
51075,VA,Goochland County,"21,741","21,436","21,340","21,637","21,934","22,315","22,668"
51077,VA,Grayson County,"15,499","15,412","15,232","15,230","15,161","15,169","15,107"
51079,VA,Greene County,"18,482","18,727","18,851","18,894","19,102","19,206","19,371"
51081,VA,Greensville County,"12,215","12,004","11,745","11,644","11,527","11,869","11,706"
51083,VA,Halifax County,"36,155","36,017","35,791","35,393","35,219","35,128","34,992"
51085,VA,Hanover County,"99,939","99,976","100,421","101,167","101,846","103,171","104,392"
51087,VA,Henrico County,"307,633","310,844","315,877","319,402","322,685","325,142","326,501"
51089,VA,Henry County,"54,157","53,380","52,950","52,659","52,168","51,821","51,445"
51091,VA,Highland County,"2,294","2,285","2,252","2,223","2,252","2,208","2,216"
51093,VA,Isle of Wight County,"35,315","35,319","35,431","35,665","36,048","36,393","36,596"
51095,VA,James City County,"67,734","68,200","69,326","70,585","72,104","73,081","74,404"
51097,VA,King and Queen County,"6,969","7,032","7,070","7,107","7,168","7,197","7,159"
51099,VA,King George County,"23,680","24,286","24,615","24,933","25,310","25,456","25,984"
51101,VA,King William County,"15,986","15,990","15,979","16,092","16,143","16,231","16,334"
51103,VA,Lancaster County,"11,371","11,341","11,223","11,106","10,994","10,982","10,972"
51105,VA,Lee County,"25,530","25,661","25,556","25,207","24,903","24,712","24,179"
51107,VA,Loudoun County,"315,585","326,921","338,196","350,678","362,798","374,559","385,945"
51109,VA,Louisa County,"33,359","33,528","33,535","34,014","34,349","34,618","35,236"
